Post_ID,Ticker,Title,Body,Post_Date,Upvotes,Num_Comments
0ba14a1d-c8e5-4355-89b0-9c0c5f700ec6,GM,Another Ford Recall: Is CEO Farley on His Last Legs?,"Key Points
 
 
 
 
Ford Motor Co. (NYSE: F) is facing another major recall, this time involving 270,000 Lincoln Navigators and Ford Expeditions, highlighting persistent quality control failures.
 
 
 
CEO Jim Farley continues to face criticism over ongoing product issues and large recall-related…",2025-05-25,,
a24d4c31-d7e2-48c8-a358-79a6f67ff851,GM,Zoox issues second robotaxi software recall in a month following collision,"Amazon-owned autonomous vehicle company Zoox has issued its second voluntary software recall in a month, following a collision between one of its robotaxis and an e-scooter rider in San Francisco on May 8.
The latest incident involved an unoccupied Zoox vehicle operating at low speed, which the…",2025-05-23,,
c3edea70-62b5-49b5-8300-415156fc9b16,GM,People are buying up used Teslas as the average sale price dips,"Tesla gained more share in the used-EV market in April.
Justin Sullivan/Getty Images
Tesla's used-EV sales grew by 27% in April, per Cox Automotive data, and the average sale price fell 1.8%.
While some Tesla owners have said they plan to sell over vandalism concerns or Elon Musk's politics,…",2025-05-23,,
fe3065c7-ab4e-416c-9cc7-aa752f4665e1,GM,More Tesla Owners Are Switching To Cadillac EVs As Elon Musk's EV Giant Faces Turbulent Times,"General Motors Co.'s (NYSE:GM) luxury subsidiary, Cadillac, is experiencing increased adoption of its EVs among Tesla Inc. (NASDAQ:TSLA) owners.
What Happened: Cadillac says that 75% of the customers buying Cadillacs are switching over from other manufacturers, with 10% of those being Tesla…",2025-05-23,,
2c75c6d7-15ef-4f8e-80a3-b7c1c6a71f39,GM,GM EV Sales Surge In The US Despite Donald Trump's Auto Tariffs,"General Motors Co. (NYSE:GM) is steadily gaining on Tesla Inc.'s (NASDAQ:TSLA) lead in the U.S. domestic EV market, despite the Trump administration's automotive tariffs.
What Happened: GM accounted for over 14.4% of all new EVs sold in the U.S. in April 2025, data released by Cox Automotive on…",2025-05-23,,
0318304c-b26f-47e2-9782-5f8429bd5d34,GM,Pirates GM Ben Cherington says trading ace Paul Skenes is 'not at all part of the conversation',,2025-05-22,,
66e4852c-54f1-495d-a746-717180566746,GM,"Hinge Health IPOs at $32 per share, a sign that interest in digital health may be back","In This Article:
Hinge Health (HNGE), a digital health platform for physical therapy, debuted on the New York Stock Exchange at $32 per share Thursday and rising shortly after trading to $39.
The company announced it would go public in March, marking the second time it would attempt to do so. It…",2025-05-22,,
555b7d47-a4d9-428e-817f-e93ea263694f,GM,"General Motors revamps credit card, changes GM Rewards program to add discounts","Taking cues from the travel industry, General Motors plans to relaunch its credit card under a new lender and change how points can be accrued and used on automotive purchases.
The new card provides customers more ways to earn and redeem GM Rewards points on new vehicles, services, parts and…",2025-05-22,,
77e41d95-0494-49e5-a40d-49f30b71d853,GM,BYD Outsells Tesla in Europe,"Chinese electric vehicle (EV) giant BYD outsold Tesla Inc. (NASDAQ: TSLA) in Europe for the first time in April. Research firm Jato Dynamics provided figures to the Financial Times.
 
 
 
24/7 Wall St. Key Points:
 
 
 
 
BYD outsold Tesla Inc. (NASDAQ: TSLA) in Europe for the first time in…",2025-05-22,,
83ed8e8f-5bb4-45c7-86e9-f40bcfbaba36,GM,Tesla (NASDAQ: TSLA) Stock Price Prediction and Forecast 2025-2030 (May 22),"Shares of Tesla Inc. (NASDAQ: TSLA) slipped 2.7% on Wednesday, extending its retreat in the past week as concerns grow about Tesla sales particularly in China and Europe. The share price is 17.1% lower year to date, as well as down 27.7% since its 52-week high on Dec. 17, 2024.
 
 
 
 
24/7 Wall…",2025-05-22,,
a16e9100-b731-4db5-88c9-129e86024b1d,GM,"Q&A with Uber CEO Dara Khosrowshahi on the trade-offs with Route Share, Uber's business structure, autonomous vehicles, working with fleet operators, and more","Today, I’m talking with Uber CEO Dara Khosrowshahi. We recorded this conversation the day Uber announced a big set of product updates, including new options for shared rides and some features to make commuting easier and more predictable. Dara was in New York for all that, so he came to our…",2025-05-22,,
683d03c0-99ff-4b91-8d52-f52f72e76c53,GM,PWHL hires Boston Fleet assistant GM Meghan Turner as GM of its Seattle expansion franchise,,2025-05-21,,
ed3d1a13-d9f8-47e4-a029-c3e8d49a0c16,GM,"If You Invested $15,000 In Ford (F) 15 Years Ago, This Is How Much Cash From Dividends You Would Have Today","Key Points
 
 
 
 
Due to the depreciation of its stock price in April, along with most of the rest of the market, Ford Motor Company finds itself slowly climbing back up as the market recovers. 
 
 
 
Ford’s dividend is an unusually high 6.98% at the time of this writing, although its price in…",2025-05-21,,
