Post_ID,Ticker,Title,Body,Post_Date,Upvotes,Num_Comments
80badfa5-62ce-4fc7-8d37-6b8a93960d37,TTWO,Where Will Take-Two Stock Be in 3 Years?,"In This Article:
Key Points
-
Buzz is building for the next release in the Grand Theft Auto series -- one of the bestselling video game franchises of all time.
-
Wall Street analysts project Take-Two's adjusted revenue to hit $9 billion in two years.
-
The stock's valuation could support more…",2025-05-25,,
7941e12e-20ee-4b27-907b-48a8a1f9344b,TTWO,Roth MKM Maintains a Buy Rating on Take-Two Interactive (TTWO),"In This Article:
In a report released on May 19, Eric Handler from Roth MKM maintained a Buy rating on Take-Two Interactive Software, Inc. (NASDAQ:TTWO), with a price target of $265.00.
The rating update came after the company reported its fiscal Q4 2025 earnings on May 16.
A close-up of a hand…",2025-05-22,,
6622f19f-7dbb-45f0-909b-1acf4865db0d,TTWO,Take-Two Interactive (TTWO) Raises $1.0 Billion in Equity,"In This Article:
After the market closed on Tuesday, Take-Two Interactive Software Inc. (NASDAQ:TTWO) announced its offer to raise around $1.0 billion by the sale of 4.75 million new shares at $225 per share in a public offering. While the company hasn’t mentioned any specific usage of the funds…",2025-05-21,,
ee8a45a6-c807-45aa-a098-9aad32c784f9,TTWO,"Take-Two Interactive Software, Inc. (TTWO): A Bull Case Theory",,2025-05-21,,
0e78cdde-fcf8-4f08-8e95-8cbdf5321c85,TTWO,Game On: Take-Two reports mixed Q4 earnings results,"In This Article:
“Game On” is The Fly’s weekly recap of the stories powering up or beating down video game stocks.
Confident Investing Starts Here:
-
Easily unpack a company's performance with TipRanks' new KPI Data for smart investment decisions
-
TAKE-TWO REPORTS MIXED Q4 EARNINGS RESULTS: Last…",2025-05-21,,
23a015e6-e1f8-4db0-8811-106972cb9a11,TTWO,Here's How Much You Would Have Made Owning Take-Two Interactive Stock In The Last 15 Years,"Take-Two Interactive (NASDAQ:TTWO) has outperformed the market over the past 15 years by 10.88% on an annualized basis producing an average annual return of 22.68%. Currently, Take-Two Interactive has a market capitalization of $40.87 billion. 
Buying $100 In TTWO: If ...
Full story available on…",2025-05-21,,
7355208d-55a8-4d28-a007-2b7b2050822f,TTWO,Take-Two Interactive Software Stock Is Falling Wednesday: Here's Why,"Take-Two Interactive Software Inc (NASDAQ:TTWO) shares are trading lower Wednesday after the company announced a proposed public offering of common stock.
What Happened: After the market close on Tuesday, Take-Two announced a proposed underwritten public offering of 4.75 million shares of common…",2025-05-21,,
c28d775f-5b3b-4114-ba05-a36ea082066f,TTWO,"Palo Alto Networks, Take-Two Interactive Software, VF Corp And Other Big Stocks Moving Lower In Wednesday's Pre-Market Session","U.S. stock futures were lower this morning, with the Dow futures falling around 400 points on Wednesday.
Shares of Palo Alto Networks, Inc. PANW fell in pre-market trading following quarterly results.
Palo Alto reported third-quarter revenue of $2.29 billion, beating the consensus estimate of…",2025-05-21,,
70e86fe2-d081-4c59-87ce-7a3fa7e81363,TTWO,"Futures Slide As 30Y Yield Rises Above 5%, Oil Jumps On Iran War Fears","Futures Slide As 30Y Yield Rises Above 5%, Oil Jumps On Iran War Fears
 
US equity futures and global markets are weaker with both tech and small caps underperforming as yields rise (10Y TSY at 4.53% last) and the curve bear steepens. As of 8:00am ET, S&P futures are down 0.5% with sentiment hit…",2025-05-21,,
076394e6-770f-4280-aef1-0bc89e0e569d,TTWO,Goldman's Internet Playbook: Ten Themes Driving US Tech Landscape,"Goldman's Internet Playbook: Ten Themes Driving US Tech Landscape 
 
We are nearing the tail end of the first quarter earnings season. Excluding Nvidia, which is scheduled to report next Wednesday, the rest of the Magnificent Seven delivered year-over-year EPS growth of 28% in Q1, far outpacing…",2025-05-21,,
8f75517e-6eba-41c4-9746-3c9abbe37fbb,TTWO,"The Best Stocks to Invest $1,000 in Right Now","In This Article:
Key Points
-
MercadoLibre is an international e-commerce powerhouse that looks even more compelling as investors worry about U.S. tariffs.
-
Take-Two Interactive recently postponed the release of its most important new video game in years, but the stock still looks like a smart…",2025-05-20,,
